Tidsperiode,Kvalitetsindikator,Måltall,Lokasjon,Verdi,Sektor,Nivå,QualityIndicatorID,LocationId
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Sørlandet sykehus HF,1510,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983975240
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Sørlandet sykehus HF,1516,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983975240
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Sørlandet sykehus HF,1666,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983975240
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Universitetssykehuset Nord-Norge HF,1105,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974899
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Universitetssykehuset Nord-Norge HF,969,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974899
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Universitetssykehuset Nord-Norge HF,914,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974899
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Universitetssykehuset Nord-Norge HF,1050,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974899
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Universitetssykehuset Nord-Norge HF,1151,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974899
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Vestre Viken HF,2096,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,894166762
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Vestre Viken HF,2290,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,894166762
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Vestre Viken HF,2240,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,894166762
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Vestre Viken HF,2189,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,894166762
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har rett til helsehjelp,Vestre Viken HF,2272,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,894166762
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Akershus universitetssykehus HF,2673,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983971636
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Akershus universitetssykehus HF,3198,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983971636
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Akershus universitetssykehus HF,3496,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983971636
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Akershus universitetssykehus HF,3452,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983971636
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Akershus universitetssykehus HF,3614,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983971636
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Diakonhjemmet sykehus AS,362,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,982791952
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Diakonhjemmet sykehus AS,326,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,982791952
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Diakonhjemmet sykehus AS,344,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,982791952
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Diakonhjemmet sykehus AS,560,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,982791952
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Diakonhjemmet sykehus AS,512,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,982791952
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Finnmarkssykehuset HF,462,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974880
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Finnmarkssykehuset HF,357,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974880
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Finnmarkssykehuset HF,357,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974880
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Finnmarkssykehuset HF,424,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974880
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Finnmarkssykehuset HF,449,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974880
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helgelandssykehuset HF,469,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974929
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helgelandssykehuset HF,399,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974929
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helgelandssykehuset HF,454,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974929
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helgelandssykehuset HF,488,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974929
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helgelandssykehuset HF,491,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974929
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Bergen HF,2079,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974724
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Bergen HF,2027,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974724
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Bergen HF,2150,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974724
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Bergen HF,2137,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974724
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Bergen HF,2291,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974724
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Fonna HF,926,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974694
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Fonna HF,789,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974694
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Fonna HF,906,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974694
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Fonna HF,961,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974694
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Fonna HF,968,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974694
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Førde HF,580,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974732
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Førde HF,535,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974732
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Førde HF,485,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974732
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Førde HF,490,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974732
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Førde HF,574,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974732
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Midt-Norge Private,19,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999993
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Midt-Norge Private,475,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999993
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Midt-Norge Private,83,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999993
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Møre og Romsdal HF,1297,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,997005562
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Møre og Romsdal HF,689,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,997005562
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Møre og Romsdal HF,508,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,997005562
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Møre og Romsdal HF,895,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,997005562
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Møre og Romsdal HF,1511,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,997005562
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Nord Private,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999994
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Nord-Trøndelag HF,473,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974791
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Nord-Trøndelag HF,516,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974791
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Nord-Trøndelag HF,560,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974791
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Nord-Trøndelag HF,719,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974791
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Nord-Trøndelag HF,799,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974791
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Stavanger HF,1987,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974678
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Stavanger HF,1596,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974678
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Stavanger HF,1549,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974678
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Stavanger HF,1673,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974678
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Stavanger HF,1614,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,983974678
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Sør-Øst Private,10,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999991
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Sør-Øst Private,7,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999991
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Vest Private,227,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999992
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Vest Private,241,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999992
2023,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Vest Private,244,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999992
2024,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Vest Private,339,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999992
2025,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Helse Vest Private,348,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,999999992
2021,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Lovisenberg diakonale sykehus AS,610,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,965985166
2022,"Barne- og ungdomsgarantien, andel startet helsehjelp innen 65 dager",Antall barn og unge under 23 år som har startet helsehjelp innen 65 dager,Lovisenberg diakonale sykehus AS,612,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,19,965985166
